:mode=ask
:IOAccess,Application,Topic,AdviseActive,DDEProtocol,SecApplication,SecTopic,SecAdviseActive,SecDDEProtocol,FailoverExpression,FailoverDeadband,DFOFlag,FBDFlag,FailbackDeadband,
"A_PXA_23030","$System","ALARM0289:STR1_ROLLPRESSUREXMTFAILUREROLL3",No,No,0,No,Off,"OK","FAILED",On,2,Direct,"STRAND1",No,"AL289",Yes,"ALARM0289:STR1_ROLLPRESSUREXMTFAILUREROLL3",0,0,"",""
"A_PXA_23040","$System","ALARM0291:STR1_ROLLPRESSUREXMTFAILUREROLL4",No,No,0,No,Off,"OK","FAILED",On,2,Direct,"STRAND1",No,"AL291",Yes,"ALARM0291:STR1_ROLLPRESSUREXMTFAILUREROLL4",0,0,"",""
"S1_Edge_On","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Camera_1",No,"Data.Camera 01.Use Roi File",No,"AIR/OIL System Fault ",0,0,"",""
"A_PXA_23050","$System","ALARM0293:STR1_ROLLPRESSUREXMTFAILUREROLL5",No,No,0,No,Off,"OK","FAILED",On,2,Direct,"STRAND1",No,"AL293",Yes,"ALARM0293:STR1_ROLLPRESSUREXMTFAILUREROLL5",0,0,"",""
"S1_Edge_Detect_Act","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Camera_1",No,"Status.Camera 01.edge detect active",No,"AIR/OIL System Fault ",0,0,"",""
"A_TAC_63001","$System","ALARM0295:STR1_OSCILLATORTACH-FAULT",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL295",Yes,"ALARM0295:STR1_OSCILLATORTACH-FAULT",0,0,"",""
"Pump1_Ready","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Narco",Yes,"Pump1_Ready",No,"GREASESYSTEM6PUMPRESET",0,0,"",""
"Pump2_Off_PL","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Narco",Yes,"Pump2_Off_PL",No,"GREASESYSTEM6PUMPRESET",0,0,"",""
"Pump1_Off_PL","$System","",No,No,0,No,Off,"OFF","ON",None,1,Direct,"Narco",Yes,"Pump1_Off_PL",No,"GREASESYSTEM6PUMPRESET",0,0,"",""
"A_TAC_65041","$System","ALARM0299:STR1_W/S4-TACHFAULT",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL299",Yes,"ALARM0299:STR1_W/S4-TACHFAULT",0,0,"",""
"A_TAC_65051","$System","ALARM0300:STR1_W/S5-TACHFAULT",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL300",Yes,"ALARM0300:STR1_W/S5-TACHFAULT",0,0,"",""
"Z_AB#_30020","$System","ALARM0301:STR1_STR2_GREASE_SYSTEM2_FAULT",No,No,0,No,Off,"OK","FAULTED",On,1,Direct,"STRAND1",No,"AL301",Yes,"ALARM0301:STR1_STR2_GREASE_SYSTEM2_FAULT",0,0,"",""
"Z_AB#_30030","$System","ALARM0302:STR1_GREASE_SYSTEM3_FAULT",No,No,0,No,Off,"OFF","ON",On,1,Direct,"STRAND1",No,"AL302",Yes,"ALARM0302:STR1_GREASE_SYSTEM3_FAULT",0,0,"",""
"Z_AB#_30040","$System","ALARM0303:STR1_GREASE_SYSTEM4_FAULT",No,No,0,No,Off,"OK","FAULTED",On,1,Direct,"STRAND1",No,"AL303",Yes,"ALARM0303:STR1_GREASE_SYSTEM4_FAULT",0,0,"",""
"Z_AB#_30050","$System","ALARM0304:STR1_GREASE_SYSTEM5_FAULT",No,No,0,No,Off,"OK","FAULTED",On,1,Direct,"STRAND1",No,"AL304",Yes,"ALARM0304:STR1_GREASE_SYSTEM5_FAULT",0,0,"",""
"Z_AB#_30060","$System","ALARM0305:STR1_GREASE_SYSTEM6_FAULT",No,No,0,No,Off,"OK","FAULTED",On,1,Direct,"STRAND1",No,"AL305",Yes,"ALARM0305:STR1_GREASE_SYSTEM6_FAULT",0,0,"",""
"A_PB#_65103","$System","ALARM0306:STR1_DCDRIVES_E-STOP_(OS-1)",No,No,0,No,Off,"OK","E-STOP",On,1,Direct,"STRAND1",No,"AL306",Yes,"ALARM0306:STR1_DCDRIVES_E-STOP_(OS-1)",0,0,"",""
"A_PB#_65003","$System","ALARM0307:STR1_DCDRIVESE-STOP(OS-2A)",No,No,0,No,Off,"OK","E-STOP",On,1,Direct,"STRAND1",No,"AL307",Yes,"ALARM0307:STR1_DCDRIVESE-STOP(OS-2A)",0,0,"",""
"A_PB#_65008","$System","ALARM0308:STR1_DCDRIVESE-STOP(OS-10)",No,No,0,No,Off,"OK","E-STOP",On,1,Direct,"STRAND1",No,"AL308",Yes,"ALARM0308:STR1_DCDRIVESE-STOP(OS-10)",0,0,"",""
"A_PB#_69013","$System","ALARM0309:STR1_ROT&DBSTORAGE(OS-3A)",No,No,0,No,Off,"OK","E-STOP",None,1,Direct,"STRAND1",No,"AL309",Yes,"ALARM0309:STR1_ROT&DBSTORAGE(OS-3A)",0,0,"",""
"S1_MLD_OSC_VCFB00","$System","ALARM0320:STR1_MLDOSCFEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLTFEEDBACK",On,2,Direct,"STRAND1",No,"AL320",Yes,"ALARM0320:STR1_MLDOSCFEEDBACKLOSS(VCFB00)",0,0,"",""
"S1_MLD_OSC_VCFB01","$System","ALARM0321:STR1_MLD_OSC_ECOAST_(VCFB01)",No,No,0,No,Off,"OK","FAULTED",On,1,Direct,"STRAND1",No,"AL321",Yes,"ALARM0321:STR1_MLD_OSC_ECOAST_(VCFB01)",0,0,"",""
"S1_WS1_VCFB00","$System","ALARM0352:STR1_W/S1FEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLDFEEDBACK",On,2,Direct,"STRAND1",No,"AL352",Yes,"ALARM0352:STR1_W/S1FEEDBACKLOSS(VCFB00)",0,0,"",""
"S1_WS2_VCFB00","$System","ALARM0384:STR1_W/S2FEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLTFEEDBACK",On,2,Direct,"STRAND1",No,"AL384",Yes,"ALARM0384:STR1_W/S2FEEDBACKLOSS(VCFB00)",0,0,"",""
"HMI_Sys_Start_STR_1_RO","$System","",No,No,0,No,Off,"OK","LOW",None,1,Direct,"MagStir",Yes,"HMI_Sys_Start_STR_1_RO",No,"W1_ALARM_1200_M/W_INLET_LOW_FLOW",0,0,"",""
"S1_WS3_VCFB00","$System","ALARM0416:STR1_W/S3FEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLTFEEDBACK",On,2,Direct,"STRAND1",No,"AL416",Yes,"ALARM0416:STR1_W/S3FEEDBACKLOSS(VCFB00)",0,0,"",""
"Str1_Straightener_Air_Oil_Fault","$System","",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"MagStir",No,"STR_1_Fault",No,"Strand 1 Straightner Air/Oil Fault",0,0,"",""
"S1_WS4_VCFB00","$System","ALARM0448:STR1_W/S4FEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLTFEEDBACK",On,2,Direct,"STRAND1",No,"AL448",Yes,"ALARM0448:STR1_W/S4FEEDBACKLOSS(VCFB00)",0,0,"",""
"HMI_Feeder_Low_Lvl","$System","",No,No,0,No,Off,"","",None,3,Direct,"COMMON",Yes,"HMI_Feeder_Low_Lvl",No,"ALARM0356:STR1_W/S1HEATSINK(SCR)OVERTEMP(VCFB04)",0,0,"",""
"HMI_Feeder_Low_Low_Lvl","$System","",No,No,0,No,Off,"","",None,3,Direct,"COMMON",Yes,"HMI_Feeder_Low_Low_Lvl",No,"ALARM0356:STR1_W/S1HEATSINK(SCR)OVERTEMP(VCFB04)",0,0,"",""
"HMI_Fedr_Low_Lvl","$System","",No,No,0,No,Off,"","",None,3,Direct,"COMMON",Yes,"HMI_Fedr_Low_Lvl",No,"ALARM0356:STR1_W/S1HEATSINK(SCR)OVERTEMP(VCFB04)",0,0,"",""
"S1_HMI_S1_PwdrFdSpd","$System","",No,No,0,No,Off,"","",None,3,Direct,"STRAND1",Yes,"S1_HMI_S1_PwdrFdSpd",No,"ALARM0356:STR1_W/S1HEATSINK(SCR)OVERTEMP(VCFB04)",0,0,"",""
"HMI_Mold_Powder_St_1_Stop_","$System","",No,No,0,No,Off,"","",None,3,Direct,"STRAND1",No,"HMI_S1_PwdrFd_Stp_Pb",No,"ALARM0356:STR1_W/S1HEATSINK(SCR)OVERTEMP(VCFB04)",0,0,"",""
"S1_WS5_VCFB00","$System","ALARM0480:STR1_W/S5FEEDBACKLOSS(VCFB00)",No,No,0,No,Off,"SPEEDFEEDBCK","VOLTFEEDBACK",On,2,Direct,"STRAND1",No,"AL480",Yes,"ALARM0480:STR1_W/S5FEEDBACKLOSS(VCFB00)",0,0,"",""
"HMI_Continous_Oil_Check_STR_1_RO","$System","",No,No,0,No,Off,"OK","LOW",None,1,Direct,"MagStir",Yes,"HMI_Continous_Oil_Check_STR_1_RO",No,"W1_ALARM_1200_M/W_INLET_LOW_FLOW",0,0,"",""
"ETC_Auto_Down_Too_Long_Alarm","$System","",No,No,0,No,Off,"","",On,1,Direct,"COMMON",Yes,"ETC_Auto_Down_Too_Long_Alarm",No,"East Tundish Car Auto Down Too Long Alarm",0,0,"",""
"WS_S2_SWS_PRIMARY_RUNNING","$System","",No,No,0,No,Off,"","",None,4,Direct,"Water_System",No,"N198[12].13",No,"",0,0,"",""
"WS_S2_SWS_STANDBY_RUNNING","$System","",No,No,0,No,Off,"","",None,4,Direct,"Water_System",No,"N198[12].14",No,"",0,0,"",""
"S1_PLC_IN_PRGRM_MODE","$System","STRANDPLC1INPROGRAMMODE",No,No,0,No,Off,"NOTINPRGRM","PROGRAMMODE",None,1,Direct,"STRAND1",No,"S1_KeySwitch_Prgrm",Yes,"STRANDPLC1INPROGRAMMODE",0,0,"",""
"S1_TRCH_APP_VCFB10","$System","ALARM0522:STR1_TRCHAPPACVOLTOUTOFTLRNC(VCFB10)",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL522",Yes,"ALARM0522:STR1_TRCHAPPACVOLTOUTOFTLRNC(VCFB10)",0,0,"",""
"S1_RACK_01_FLT","$System","ALARM0580:STR1_PLCRACK01FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL580",Yes,"ALARM0580:STR1_PLCRACK01FAULTED",0,0,"",""
"S1_RACK_02_FLT","$System","ALARM0581:STR1_PLCRACK02FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL581",Yes,"ALARM0581:STR1_PLCRACK02FAULTED",0,0,"",""
"S1_RACK_03_FLT","$System","ALARM0582:STR1_PLCRACK03FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL582",Yes,"ALARM0582:STR1_PLCRACK03FAULTED",0,0,"",""
"S1_RACK_04_FLT","$System","ALARM0583:STR1_PLCRACK04FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL583",Yes,"ALARM0583:STR1_PLCRACK04FAULTED",0,0,"",""
"S1_RACK_05_FLT","$System","ALARM0584:STR1_PLCRACK05FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL584",Yes,"ALARM0584:STR1_PLCRACK05FAULTED",0,0,"",""
"S1_RACK_06_FLT","$System","ALARM0585:STR1_PLCRACK06FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL585",Yes,"ALARM0585:STR1_PLCRACK06FAULTED",0,0,"",""
"S1_RACK_07_FLT","$System","ALARM0586:STR1_PLCRACK07FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL586",Yes,"ALARM0586:STR1_PLCRACK07FAULTED",0,0,"",""
"S1_RACK_10_FLT","$System","ALARM0587:STR1_PLCRACK10FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL587",Yes,"ALARM0587:STR1_PLCRACK10FAULTED",0,0,"",""
"S1_RACK_11_FLT","$System","ALARM0588:STR1_PLCRACK11FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL588",Yes,"ALARM0588:STR1_PLCRACK11FAULTED",0,0,"",""
"S1_RACK_12_FLT","$System","ALARM0589:STR1_PLCRACK12FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL589",Yes,"ALARM0589:STR1_PLCRACK12FAULTED",0,0,"",""
"S1_RACK_13_FLT","$System","ALARM0590:STR1_PLCRACK13FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL590",Yes,"ALARM0590:STR1_PLCRACK13FAULTED",0,0,"",""
"S1_RACK_14_FLT","$System","ALARM0591:STR1_PLCRACK14FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL591",Yes,"ALARM0591:STR1_PLCRACK14FAULTED",0,0,"",""
"S1_RACK_15_FLT","$System","ALARM0592:STR1_PLCRACK15FAULTED",No,No,0,No,Off,"OK","FAULTED",On,3,Direct,"STRAND1",No,"AL592",Yes,"ALARM0592:STR1_PLCRACK15FAULTED",0,0,"",""
"A_FAL_06000","$System","W1_ALARM_M/W_INLET_LOW_FLOW",No,No,0,No,Off,"OK","LOW",On,1,Direct,"STRAND1",No,"Alm1200",Yes,"W1_ALARM_1200_M/W_INLET_LOW_FLOW",0,0,"",""
"A_FDA_06000","$System","W1_ALARM_1201_M/W_DEVIATION",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1201",Yes,"W1_ALARM_1201_M/W_DEVIATION",0,0,"",""
"A_FXA_06000","$System","W1_ALARM_1202_MW_SUPPLY_FT_FAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1202",Yes,"W1_ALARM_1202_MW_SUPPLY_FT_FAULT",0,0,"",""
"A_TAH_06000","$System","ALARM1203:STR1_M/WINLETTEMPHIGH",No,No,0,No,Off,"OK","HIGH",On,2,Direct,"STRAND1",No,"Alm1203",Yes,"ALARM1203:STR1_M/WINLETTEMPHIGH",0,0,"",""
"A_TXA_06000","$System","ALARM1204:STR1_M/WINLETTXFAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1204",Yes,"ALARM1204:STR1_M/WINLETTXFAULT",0,0,"",""
"A_TAH_06001","$System","ALARM1206:STR1_M/WINLETTEMPHI-HI",No,No,0,No,Off,"OK","HIGH-HIGH",On,2,Direct,"STRAND1",No,"Alm1206",Yes,"ALARM1206:STR1_M/WINLETTEMPHI-HI",0,0,"",""
"A_DTA_06010","$System","W1_ALARM_1207_STR1_M/W_LOW_TEMP_DIFF_NORTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1207",Yes,"W1_ALARM_1207_STR1_M/W_LOW_TEMP_DIFF_NORTH",0,0,"",""
"A_FAL_06010","$System","W1_ALARM_1208_M/W_OUTLET_LOW_FLOW_NORTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1208",Yes,"W1_ALARM_1208_M/W_OUTLET_LOW_FLOW_NORTH",0,0,"",""
"A_FXA_06010","$System","W1_ALARM_1209_MW_NORTH_FT_FAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1209",Yes,"W1_ALARM_1209_MW_NORTH_FT_FAULT",0,0,"",""
"A_PAL_06010","$System","ALARM1210:STR1_M/WLOWOUTLETPRESSURENORTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1210",Yes,"ALARM1210:STR1_M/WLOWOUTLETPRESSURENORTH",0,0,"",""
"A_PXA_06010","$System","ALARM1211:STR1_M/WOUTLETPTFAULTNORTH",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1211",Yes,"ALARM1211:STR1_M/WOUTLETPTFAULTNORTH",0,0,"",""
"A_TXA_06010","$System","ALARM1212:STR1_M/WOUTLETTXFAULTNORTH",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1212",Yes,"ALARM1212:STR1_M/WOUTLETTXFAULTNORTH",0,0,"",""
"A_DTA_06020","$System","W1_ALARM_1213_M/W_LOW_TEMP_DIFF_EAST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1213",Yes,"W1_ALARM_1213_M/W_LOW_TEMP_DIFF_EAST",0,0,"",""
"A_FAL_06020","$System","W1_ALARM_1214_M/W_OUTLET_LOW_FLOW_EAST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1214",Yes,"W1_ALARM_1214_M/W_OUTLET_LOW_FLOW_EAST",0,0,"",""
"A_FXA_06020","$System","W1_ALARM_1215_EAST_MW_FT_FAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1215",Yes,"W1_ALARM_1215_EAST_MW_FT_FAULT",0,0,"",""
"A_PAL_06020","$System","ALARM1216:STR1_M/WLOWOUTLETPRESSUREEAST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1216",Yes,"ALARM1216:STR1_M/WLOWOUTLETPRESSUREEAST",0,0,"",""
"A_PXA_06020","$System","ALARM1217:STR1_M/WOUTLETPTFAULTEAST",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1217",Yes,"ALARM1217:STR1_M/WOUTLETPTFAULTEAST",0,0,"",""
"A_TXA_06020","$System","ALARM1218:STR1_M/WOUTLETTXFAULTEAST",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1218",Yes,"ALARM1218:STR1_M/WOUTLETTXFAULTEAST",0,0,"",""
"A_DTA_06030","$System","W1_ALARM_1219_M/W_LOW_TEMP_DIFF_SOUTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1219",Yes,"W1_ALARM_1219_M/W_LOW_TEMP_DIFF_SOUTH",0,0,"",""
"A_FAL_06030","$System","W1_ALARM_1220_M/W_OUTLET_LOW_FLOW_SOUTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1220",Yes,"W1_ALARM_1220_M/W_OUTLET_LOW_FLOW_SOUTH",0,0,"",""
"A_FXA_06030","$System","W1_ALARM_1221_SOUH_MW_FT_FAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1221",Yes,"W1_ALARM_1221_SOUH_MW_FT_FAULT",0,0,"",""
"A_PAL_06030","$System","ALARM1222:STR1_M/WLOWOUTLETPRESSURESOUTH",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1222",Yes,"ALARM1222:STR1_M/WLOWOUTLETPRESSURESOUTH",0,0,"",""
"A_PXA_06030","$System","ALARM1223:STR1_M/WOUTLETPTFAULTSOUTH",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1223",Yes,"ALARM1223:STR1_M/WOUTLETPTFAULTSOUTH",0,0,"",""
"A_TXA_06030","$System","ALARM1224:STR1_M/WOUTLETTXFAULTSOUTH",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1224",Yes,"ALARM1224:STR1_M/WOUTLETTXFAULTSOUTH",0,0,"",""
"A_DTA_06040","$System","W1_ALARM_1225_M/W_LOW_TEMP_DIFF_WEST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1225",Yes,"W1_ALARM_1225_M/W_LOW_TEMP_DIFF_WEST",0,0,"",""
"A_FAL_06040","$System","W1_ALARM_1226_M/W_OUTLET_LOW_FLOW_WEST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1226",Yes,"W1_ALARM_1226_M/W_OUTLET_LOW_FLOW_WEST",0,0,"",""
"A_FXA_06040","$System","W1_ALARM_1227_WEST_MW_FT_FAULT",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1227",Yes,"W1_ALARM_1227_WEST_MW_FT_FAULT",0,0,"",""
"A_PAL_06040","$System","ALARM1228:STR1_M/WLOWOUTLETPRESSUREWEST",No,No,0,No,Off,"OK","LOW",On,2,Direct,"STRAND1",No,"Alm1228",Yes,"ALARM1228:STR1_M/WLOWOUTLETPRESSUREWEST",0,0,"",""
"A_PXA_06040","$System","ALARM1229:STR1_M/WOUTLETPTFAULTWEST",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1229",Yes,"ALARM1229:STR1_M/WOUTLETPTFAULTWEST",0,0,"",""
"A_TXA_06040","$System","ALARM1230:STR1_M/WOUTLETTXFAULTWEST",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1230",Yes,"ALARM1230:STR1_M/WOUTLETTXFAULTWEST",0,0,"",""
"A_FDA_07010","$System","W1_ALARM_1232_S/W_SETPOINT_DEVIATION_LOOP_01",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1232",Yes,"W1_ALARM_1232_S/W_SETPOINT_DEVIATION_LOOP_01",0,0,"",""
"A_FXA_07010","$System","W1_ALARM_1233_SW_FT_FAULT_LOOP_01",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1233",Yes,"W1_ALARM_1233_SW_FT_FAULT_LOOP_01",0,0,"",""
"A_FDA_07020","$System","W1_ALARM_1234_S/W_SETPOINT_DEVIATION_LOOP_02",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1234",Yes,"W1_ALARM_1234_S/W_SETPOINT_DEVIATION_LOOP_02",0,0,"",""
"A_FXA_07020","$System","W1_ALARM_1235_SW_FT_FAULT_LOOP_02",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1235",Yes,"W1_ALARM_1235_SW_FT_FAULT_LOOP_02",0,0,"",""
"A_FDA_07030","$System","W1_ALARM_1236_S/W_SETPOINT_DEVIATION_LOOP_03",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1236",Yes,"W1_ALARM_1236_S/W_SETPOINT_DEVIATION_LOOP_03",0,0,"",""
"A_FXA_07030","$System","W1_ALARM_1237_SW_FT_FAULT_LOOP_03",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1237",Yes,"W1_ALARM_1237_SW_FT_FAULT_LOOP_03",0,0,"",""
"A_FDA_07040","$System","W1_ALARM_1238_S/W_SETPOINT_DEVIATION_LOOP_04",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1238",Yes,"W1_ALARM_1238_S/W_SETPOINT_DEVIATION_LOOP_04",0,0,"",""
"A_FXA_07040","$System","W1_ALARM_1239_SW_FT_FAULT_LOOP_04",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1239",Yes,"W1_ALARM_1239_SW_FT_FAULT_LOOP_04",0,0,"",""
"A_FDA_07050","$System","W1_ALARM_1240_S/W_SETPOINT_DEVIATION_LOOP_05",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1240",Yes,"W1_ALARM_1240_S/W_SETPOINT_DEVIATION_LOOP_05",0,0,"",""
"A_FXA_07050","$System","W1_ALARM_1241_SW_FT_FAULT_LOOP_05",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1241",Yes,"W1_ALARM_1241_SW_FT_FAULT_LOOP_05",0,0,"",""
"A_FDA_07060","$System","W1_ALARM_1242_S/W_SETPOINT_DEVIATION_LOOP_06",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1242",Yes,"W1_ALARM_1242_S/W_SETPOINT_DEVIATION_LOOP_06",0,0,"",""
"A_FXA_07060","$System","W1_ALARM_1243_SW_FT_FAULT_LOOP_06",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1243",Yes,"W1_ALARM_1243_SW_FT_FAULT_LOOP_06",0,0,"",""
"A_FDA_07070","$System","W1_ALARM_1244_S/W_SETPOINT_DEVIATION_LOOP_07",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1244",Yes,"W1_ALARM_1244_S/W_SETPOINT_DEVIATION_LOOP_07",0,0,"",""
"A_FXA_07070","$System","W1_ALARM_1245_SW_FT_FAULT_LOOP_07",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1245",Yes,"W1_ALARM_1245_SW_FT_FAULT_LOOP_07",0,0,"",""
"A_FDA_07080","$System","W1_ALARM_1246_S/W_SETPOINT_DEVIATION_LOOP_08",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1246",Yes,"W1_ALARM_1246_S/W_SETPOINT_DEVIATION_LOOP_08",0,0,"",""
"A_FXA_07080","$System","W1_ALARM_1247_SW_FT_FAULT_LOOP_08",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1247",Yes,"W1_ALARM_1247_SW_FT_FAULT_LOOP_08",0,0,"",""
"A_FDA_07090","$System","W1_ALARM_1248_S/W_SETPOINT_DEVIATION_LOOP_09",No,No,0,No,Off,"OK","DEVIATED",On,2,Direct,"STRAND1",No,"Alm1248",Yes,"W1_ALARM_1248_S/W_SETPOINT_DEVIATION_LOOP_09",0,0,"",""
"A_FXA_07090","$System","W1_ALARM_1249_SW_FT_FAULT_LOOP_09",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1249",Yes,"W1_ALARM_1249_SW_FT_FAULT_LOOP_09",0,0,"",""
"A_FXA_07100","$System","W1_ALARM_1250_SW_FT_FAULT_LOOP_10",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1250",Yes,"W1_ALARM_1250_SW_FT_FAULT_LOOP_10",0,0,"",""
"A_FXA_07110","$System","W1_ALARM_1251_SW_FT_FAULT_LOOP_11",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1251",Yes,"W1_ALARM_1251_SW_FT_FAULT_LOOP_11",0,0,"",""
"A_FXA_07120","$System","W1_ALARM_1252_SW_FT_FAULT_LOOP_12",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1252",Yes,"W1_ALARM_1252_SW_FT_FAULT_LOOP_12",0,0,"",""
"A_FXA_07130","$System","W1_ALARM_1253_SW_FT_FAULT_LOOP_13",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1253",Yes,"W1_ALARM_1253_SW_FT_FAULT_LOOP_13",0,0,"",""
"A_FXA_07140","$System","W1_ALARM_1254_SW_FT_FAULT_LOOP_14",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1254",Yes,"W1_ALARM_1254_SW_FT_FAULT_LOOP_14",0,0,"",""
"A_FXA_07150","$System","W1_ALARM_1256_SW_FT_FAULT_LOOP_15",No,No,0,No,Off,"OK","FAULTED",On,2,Direct,"STRAND1",No,"Alm1256",Yes,"W1_ALARM_1256_SW_FT_FAULT_LOOP_15",0,0,"",""
